time,low,high,open,close,volume
2025-05-23 19:00:00+00:00,108626.43,109222.2,108822.72,108747.25,970.09700646
2025-05-23 20:00:00+00:00,108205.69,108755.59,108744.54,108261.23,452.58160021
2025-05-23 21:00:00+00:00,108078.86,108700.0,108261.24,108320.71,225.37147806
2025-05-23 22:00:00+00:00,107631.3,108600.0,108320.71,107818.56,248.19606689
2025-05-23 23:00:00+00:00,106800.01,107940.28,107818.56,107329.61,356.78395346
2025-05-24 00:00:00+00:00,106895.77,107714.99,107332.08,107396.59,259.45689776
2025-05-24 01:00:00+00:00,107369.23,107904.38,107396.58,107502.36,141.52509348
2025-05-24 02:00:00+00:00,107263.62,107940.09,107502.31,107816.73,96.30400619
2025-05-24 03:00:00+00:00,107764.89,108391.58,107816.72,108390.96,150.81141473
2025-05-24 04:00:00+00:00,108305.28,108594.49,108390.96,108502.36,113.73328153
2025-05-24 05:00:00+00:00,108139.63,108549.76,108502.36,108265.52,84.97834531
2025-05-24 06:00:00+00:00,107701.01,108355.27,108265.51,107980.21,144.19145687
2025-05-24 07:00:00+00:00,107585.79,108264.72,107980.28,107619.15,62.58439415
2025-05-24 08:00:00+00:00,107619.17,108322.4,107619.17,108270.39,61.06277586
2025-05-24 09:00:00+00:00,108174.46,108469.33,108274.19,108196.97,77.65793324
2025-05-24 10:00:00+00:00,108180.12,109287.3,108203.12,109123.57,174.66927653
2025-05-24 11:00:00+00:00,109121.64,109517.79,109121.66,109224.02,93.52938511
2025-05-24 12:00:00+00:00,108651.48,109298.99,109229.8,108814.78,128.66285369
2025-05-24 13:00:00+00:00,108570.97,108941.67,108814.78,108630.22,66.99556054
2025-05-24 14:00:00+00:00,108613.74,109065.99,108620.12,108993.59,69.57645349
2025-05-24 15:00:00+00:00,108860.21,109250.0,108991.47,108965.47,97.78551144
2025-05-24 16:00:00+00:00,108721.62,109153.61,108966.11,109044.7,99.11143878
2025-05-24 17:00:00+00:00,108913.94,109247.8,109059.72,108959.97,100.89408227
2025-05-24 18:00:00+00:00,108811.81,109125.73,108959.94,108854.55,80.43337312
2025-05-24 19:00:00+00:00,108825.0,109053.99,108855.15,108988.71,67.00930543
2025-05-24 20:00:00+00:00,108860.5,109159.59,108988.71,108890.37,58.32478672
