time,low,high,open,close,volume
2025-05-27 02:00:00+00:00,2528.74,2545.84,2530.51,2536.53,2652.08974246
2025-05-27 03:00:00+00:00,2536.36,2565.79,2536.43,2549.91,2944.53815729
2025-05-27 04:00:00+00:00,2549.77,2569.77,2550.23,2559.86,3023.48176545
2025-05-27 05:00:00+00:00,2551.1,2573.99,2559.95,2570.32,1433.04809184
2025-05-27 06:00:00+00:00,2565.38,2611.31,2570.7,2570.53,13821.28361758
2025-05-27 07:00:00+00:00,2570.37,2619.48,2570.54,2608.25,4476.61655806
2025-05-27 08:00:00+00:00,2607.95,2643.6,2608.2,2636.03,10166.0112333
2025-05-27 09:00:00+00:00,2623.11,2647.72,2636.06,2639.17,6687.35479042
2025-05-27 10:00:00+00:00,2631.99,2643.2,2638.91,2638.95,3660.02019455
2025-05-27 11:00:00+00:00,2627.7,2655.13,2638.94,2653.07,3510.96560344
2025-05-27 12:00:00+00:00,2635.36,2654.99,2653.06,2649.2,5046.32255384
2025-05-27 13:00:00+00:00,2644.76,2684.66,2649.23,2656.79,15025.92611738
2025-05-27 14:00:00+00:00,2634.12,2673.23,2656.8,2662.11,12699.49927766
2025-05-27 15:00:00+00:00,2654.47,2672.04,2662.11,2669.31,7163.16314002
2025-05-27 16:00:00+00:00,2659.17,2685.4,2669.5,2671.7,8695.18087652
2025-05-27 17:00:00+00:00,2671.36,2713.78,2671.7,2697.01,27314.69606496
2025-05-27 18:00:00+00:00,2676.73,2709.27,2697.06,2681.12,8575.41809152
2025-05-27 19:00:00+00:00,2672.54,2691.01,2681.11,2689.26,7455.49184477
2025-05-27 20:00:00+00:00,2665.5,2695.64,2689.37,2669.54,5393.32363287
2025-05-27 21:00:00+00:00,2658.73,2678.5,2669.55,2664.18,3237.71377191
2025-05-27 22:00:00+00:00,2653.91,2671.01,2664.01,2661.08,3413.65951577
2025-05-27 23:00:00+00:00,2653.29,2667.06,2660.97,2662.04,1996.15893115
2025-05-28 00:00:00+00:00,2641.98,2662.75,2662.18,2659.56,3684.42404095
2025-05-28 01:00:00+00:00,2631.82,2660.88,2659.5,2635.76,4288.07465879
2025-05-28 02:00:00+00:00,2618.86,2643.19,2635.53,2639.34,4694.43292869
2025-05-28 03:00:00+00:00,2634.4,2651.48,2639.49,2646.41,3090.0756318
2025-05-28 04:00:00+00:00,2635.36,2653.79,2646.6,2647.8,1771.55853487
2025-05-28 05:00:00+00:00,2636.12,2648.38,2647.8,2640.94,1924.47550108
2025-05-28 06:00:00+00:00,2624.29,2640.94,2640.93,2629.01,2200.17265129
2025-05-28 07:00:00+00:00,2625.82,2644.32,2629.0,2637.62,1897.91222354
2025-05-28 08:00:00+00:00,2629.6,2646.86,2637.62,2644.12,1725.17657604
2025-05-28 09:00:00+00:00,2623.41,2644.9,2644.12,2628.11,2580.41373021
2025-05-28 10:00:00+00:00,2609.9,2644.1,2628.1,2641.46,5094.64645642
2025-05-28 11:00:00+00:00,2641.03,2660.63,2641.46,2658.5,2693.67317418
2025-05-28 12:00:00+00:00,2653.57,2682.74,2658.5,2668.0,4768.33806502
2025-05-28 13:00:00+00:00,2656.08,2690.33,2668.07,2658.79,6190.88420087
2025-05-28 14:00:00+00:00,2622.19,2661.7,2658.48,2629.57,8822.93979971
2025-05-28 15:00:00+00:00,2614.21,2641.8,2629.22,2628.17,6707.10014693
2025-05-28 16:00:00+00:00,2627.48,2644.76,2628.24,2641.4,5941.99949449
2025-05-28 17:00:00+00:00,2641.42,2665.46,2641.42,2653.54,9048.38566548
2025-05-28 18:00:00+00:00,2634.26,2658.87,2653.53,2637.11,6169.74489031
2025-05-28 19:00:00+00:00,2616.84,2656.56,2636.94,2618.3,8418.18591579
2025-05-28 20:00:00+00:00,2611.94,2636.18,2618.18,2635.16,6895.98542783
2025-05-28 21:00:00+00:00,2631.39,2660.0,2635.33,2652.87,4330.61095039
2025-05-28 22:00:00+00:00,2638.55,2653.95,2652.85,2649.31,2907.3086226
2025-05-28 23:00:00+00:00,2648.91,2687.21,2649.3,2682.16,9713.24344833
2025-05-29 00:00:00+00:00,2671.43,2723.13,2682.44,2722.48,10218.84897548
2025-05-29 01:00:00+00:00,2699.3,2723.63,2722.67,2712.47,9179.04404001
2025-05-29 02:00:00+00:00,2706.71,2789.5,2712.47,2771.77,17020.3698837
2025-05-29 03:00:00+00:00,2747.68,2774.9,2771.61,2763.63,9172.15425022
2025-05-29 04:00:00+00:00,2703.63,2767.96,2763.62,2728.54,10040.59989865
2025-05-29 05:00:00+00:00,2717.63,2738.25,2728.7,2724.38,6261.83049909
2025-05-29 06:00:00+00:00,2717.68,2733.3,2723.97,2728.78,3919.61343933
2025-05-29 07:00:00+00:00,2716.98,2737.99,2728.8,2732.41,2958.10399485
2025-05-29 08:00:00+00:00,2712.51,2733.64,2732.43,2724.06,7337.71299706
2025-05-29 09:00:00+00:00,2717.41,2741.12,2724.24,2737.96,6493.66130646
2025-05-29 10:00:00+00:00,2725.91,2745.87,2737.96,2731.74,6862.0452845
2025-05-29 11:00:00+00:00,2708.81,2733.27,2731.81,2717.01,4534.72933898
2025-05-29 12:00:00+00:00,2676.81,2719.88,2716.93,2694.29,9417.46844668
2025-05-29 13:00:00+00:00,2654.7,2700.98,2694.28,2661.36,11576.96800784
2025-05-29 14:00:00+00:00,2622.07,2676.4,2661.28,2673.21,14102.13752251
2025-05-29 15:00:00+00:00,2639.67,2675.24,2673.16,2643.84,7735.61259093
2025-05-29 16:00:00+00:00,2631.17,2660.84,2644.15,2640.66,7849.56757783
2025-05-29 17:00:00+00:00,2638.65,2670.26,2640.4,2659.6,8081.5243771
2025-05-29 18:00:00+00:00,2645.45,2673.85,2659.6,2649.65,6061.53264417
2025-05-29 19:00:00+00:00,2629.15,2657.82,2650.1,2651.07,10725.97348028
2025-05-29 20:00:00+00:00,2640.57,2662.9,2650.71,2644.28,6372.47364598
2025-05-29 21:00:00+00:00,2643.88,2662.68,2644.28,2661.0,3992.69335232
2025-05-29 22:00:00+00:00,2644.53,2669.32,2660.99,2645.13,7283.66120468
2025-05-29 23:00:00+00:00,2618.88,2649.45,2645.0,2631.68,3930.49248367
2025-05-30 00:00:00+00:00,2558.57,2645.44,2631.41,2573.72,10641.2581446
2025-05-30 01:00:00+00:00,2569.27,2609.96,2573.72,2598.56,6867.72025861
2025-05-30 02:00:00+00:00,2597.83,2634.8,2598.55,2630.61,8620.58552163
2025-05-30 03:00:00+00:00,2626.49,2643.43,2630.61,2631.97,2290.50705425
2025-05-30 04:00:00+00:00,2621.05,2639.19,2631.96,2635.72,3709.45423395
2025-05-30 05:00:00+00:00,2630.76,2649.91,2635.75,2644.58,2447.01495535
2025-05-30 06:00:00+00:00,2608.0,2645.62,2644.57,2621.1,2982.78717102
2025-05-30 07:00:00+00:00,2615.99,2643.98,2621.35,2619.7,6503.34202155
2025-05-30 08:00:00+00:00,2608.81,2627.98,2619.71,2618.42,3194.59610683
2025-05-30 09:00:00+00:00,2589.48,2625.01,2618.27,2615.81,3350.67509259
2025-05-30 10:00:00+00:00,2603.77,2624.08,2615.81,2622.97,2487.63872852
2025-05-30 11:00:00+00:00,2615.72,2628.99,2622.96,2622.63,2736.08374851
2025-05-30 12:00:00+00:00,2579.11,2627.19,2622.75,2610.83,6452.13379413
2025-05-30 13:00:00+00:00,2572.76,2619.06,2610.91,2576.98,7500.54339048
2025-05-30 14:00:00+00:00,2577.51,2605.62,2577.52,2596.59,6785.35026225
2025-05-30 15:00:00+00:00,2595.7,2617.8,2595.82,2599.03,5128.19556507
2025-05-30 16:00:00+00:00,2534.05,2605.34,2599.04,2541.23,17528.1647667
2025-05-30 17:00:00+00:00,2539.81,2560.59,2541.22,2549.75,4876.65690861
2025-05-30 18:00:00+00:00,2548.11,2579.76,2549.75,2578.72,7184.8293192
2025-05-30 19:00:00+00:00,2572.69,2585.99,2578.71,2574.7,4322.36500492
2025-05-30 20:00:00+00:00,2566.1,2590.15,2574.26,2578.59,3663.80564506
2025-05-30 21:00:00+00:00,2563.63,2588.31,2578.32,2569.9,1350.41572367
2025-05-30 22:00:00+00:00,2524.47,2574.13,2569.87,2526.79,4096.52115482
2025-05-30 23:00:00+00:00,2507.8,2537.79,2527.56,2531.94,5152.69581496
2025-05-31 00:00:00+00:00,2504.4,2541.78,2531.92,2521.14,3085.60948021
2025-05-31 01:00:00+00:00,2476.84,2528.93,2520.83,2493.84,6655.67904187
2025-05-31 02:00:00+00:00,2486.55,2517.99,2493.8,2491.1,4080.50855037
2025-05-31 03:00:00+00:00,2485.95,2518.82,2491.43,2514.64,2704.42090307
2025-05-31 04:00:00+00:00,2505.24,2527.84,2514.63,2523.36,1596.94681442
2025-05-31 05:00:00+00:00,2512.61,2527.96,2523.45,2513.35,1638.29310004
2025-05-31 06:00:00+00:00,2512.85,2527.47,2513.29,2522.54,1124.38115742
2025-05-31 07:00:00+00:00,2515.62,2527.03,2522.52,2522.45,913.36928083
2025-05-31 08:00:00+00:00,2516.93,2531.2,2522.23,2525.49,1489.56373096
2025-05-31 09:00:00+00:00,2518.38,2530.55,2525.41,2524.02,690.2456229
2025-05-31 10:00:00+00:00,2509.43,2539.16,2524.22,2521.12,1869.27001783
2025-05-31 11:00:00+00:00,2510.55,2523.54,2521.35,2520.64,873.23427863
2025-05-31 12:00:00+00:00,2516.54,2539.27,2520.6,2538.94,2191.04706867
2025-05-31 13:00:00+00:00,2527.74,2549.0,2538.74,2534.3,3959.5871867
2025-05-31 14:00:00+00:00,2532.32,2545.81,2534.15,2543.74,2108.0660438
2025-05-31 15:00:00+00:00,2533.67,2551.67,2543.73,2537.59,2839.19393896
2025-05-31 16:00:00+00:00,2534.1,2549.26,2537.47,2542.18,2524.43005602
2025-05-31 17:00:00+00:00,2524.81,2542.87,2542.0,2529.06,1649.72297182
2025-05-31 18:00:00+00:00,2526.99,2543.75,2528.66,2541.24,1442.84272506
2025-05-31 19:00:00+00:00,2537.58,2544.52,2541.28,2538.8,968.50058698
2025-05-31 20:00:00+00:00,2532.96,2543.87,2538.79,2543.03,1164.8416434
2025-05-31 21:00:00+00:00,2540.49,2551.59,2543.2,2544.63,2009.13523537
2025-05-31 22:00:00+00:00,2531.62,2546.17,2544.63,2531.82,1443.94550361
2025-05-31 23:00:00+00:00,2525.73,2549.4,2531.74,2529.31,2347.30078541
2025-06-01 00:00:00+00:00,2516.48,2530.05,2529.31,2527.16,2293.39670936
2025-06-01 01:00:00+00:00,2494.36,2531.51,2527.08,2509.11,2988.9342518
2025-06-01 02:00:00+00:00,2495.16,2514.99,2508.71,2508.48,1857.9716376
2025-06-01 03:00:00+00:00,2494.01,2520.0,2508.58,2514.61,2340.9144642
2025-06-01 04:00:00+00:00,2512.66,2528.17,2514.55,2523.44,1153.51225195
2025-06-01 05:00:00+00:00,2516.95,2528.52,2523.45,2519.95,895.93266395
2025-06-01 06:00:00+00:00,2510.52,2520.83,2519.8,2514.0,686.38533504
2025-06-01 07:00:00+00:00,2507.26,2517.17,2513.84,2510.28,804.58741923
2025-06-01 08:00:00+00:00,2500.25,2512.01,2510.09,2507.24,950.75729785
2025-06-01 09:00:00+00:00,2478.77,2511.85,2507.28,2493.78,2498.71162973
2025-06-01 10:00:00+00:00,2488.12,2498.12,2493.48,2495.14,1391.92719434
2025-06-01 11:00:00+00:00,2492.08,2504.41,2494.97,2498.91,1247.76771296
2025-06-01 12:00:00+00:00,2470.5,2503.2,2498.89,2485.63,3442.23728122
2025-06-01 13:00:00+00:00,2481.94,2500.0,2485.54,2495.21,1637.96479331
2025-06-01 14:00:00+00:00,2495.13,2520.39,2495.35,2510.93,2795.56249507
2025-06-01 15:00:00+00:00,2504.89,2526.6,2510.84,2524.67,2184.4466703
2025-06-01 16:00:00+00:00,2522.11,2550.0,2524.31,2540.43,4713.8090606
2025-06-01 17:00:00+00:00,2534.78,2548.55,2540.38,2540.46,2460.99356473
2025-06-01 18:00:00+00:00,2494.93,2540.56,2540.44,2521.35,4262.86627957
2025-06-01 19:00:00+00:00,2513.01,2528.6,2521.4,2527.73,2542.06898455
2025-06-01 20:00:00+00:00,2520.76,2538.66,2527.64,2526.99,2201.96711182
2025-06-01 21:00:00+00:00,2525.77,2542.41,2526.74,2540.66,1767.35808536
2025-06-01 22:00:00+00:00,2533.87,2548.95,2540.73,2536.29,2947.43066199
2025-06-01 23:00:00+00:00,2534.49,2546.99,2536.29,2540.38,3085.56356763
2025-06-02 00:00:00+00:00,2527.92,2542.17,2540.4,2535.61,4126.56064917
2025-06-02 01:00:00+00:00,2526.35,2543.62,2535.71,2527.34,1660.50799718
2025-06-02 02:00:00+00:00,2508.65,2528.84,2527.34,2509.32,2575.06962128
2025-06-02 03:00:00+00:00,2486.31,2511.42,2509.32,2497.6,4742.87610762
2025-06-02 04:00:00+00:00,2488.56,2502.76,2497.41,2493.96,2480.70987202
2025-06-02 05:00:00+00:00,2484.29,2498.88,2493.96,2494.12,1107.07297834
2025-06-02 06:00:00+00:00,2485.79,2501.06,2494.08,2495.85,1857.8883301
2025-06-02 07:00:00+00:00,2495.6,2514.66,2495.88,2508.23,1297.1880944
2025-06-02 08:00:00+00:00,2491.2,2517.26,2508.24,2495.42,2245.48402797
2025-06-02 09:00:00+00:00,2476.13,2496.23,2495.69,2482.73,3423.58985476
2025-06-02 10:00:00+00:00,2477.13,2490.92,2482.62,2483.26,3611.56049375
2025-06-02 11:00:00+00:00,2476.64,2489.99,2483.4,2482.19,2687.15620836
2025-06-02 12:00:00+00:00,2478.54,2499.7,2481.81,2499.04,2886.45608836
2025-06-02 13:00:00+00:00,2488.93,2521.3,2499.05,2506.13,10713.65393709
2025-06-02 14:00:00+00:00,2497.21,2542.68,2506.23,2532.36,11791.73321086
2025-06-02 15:00:00+00:00,2523.91,2557.76,2532.35,2545.68,7971.47762954
2025-06-02 16:00:00+00:00,2531.2,2555.0,2545.69,2548.01,6401.12854672
2025-06-02 17:00:00+00:00,2539.92,2554.64,2548.13,2551.05,5804.30251751
2025-06-02 18:00:00+00:00,2538.4,2567.1,2551.13,2546.03,8444.09084355
2025-06-02 19:00:00+00:00,2526.37,2550.63,2546.0,2534.1,9491.3810748
2025-06-02 20:00:00+00:00,2533.3,2549.24,2533.92,2541.25,4292.57426878
2025-06-02 21:00:00+00:00,2541.17,2562.93,2541.25,2562.03,5764.7177665
2025-06-02 22:00:00+00:00,2561.47,2586.62,2562.04,2586.21,9800.38123707
2025-06-02 23:00:00+00:00,2583.96,2616.87,2586.21,2609.29,12176.41199947
2025-06-03 00:00:00+00:00,2603.37,2628.12,2609.29,2623.92,8094.89786934
2025-06-03 01:00:00+00:00,2618.83,2652.45,2623.92,2647.95,9729.60784392
2025-06-03 02:00:00+00:00,2615.48,2649.99,2648.0,2618.62,7916.84443185
2025-06-03 03:00:00+00:00,2589.8,2622.2,2617.83,2605.08,7126.84991305
2025-06-03 04:00:00+00:00,2591.39,2606.63,2605.01,2593.66,7373.2171838
2025-06-03 05:00:00+00:00,2593.82,2619.64,2593.84,2616.41,7611.69422913
2025-06-03 06:00:00+00:00,2606.29,2621.1,2616.4,2620.45,7634.2855195
2025-06-03 07:00:00+00:00,2609.65,2622.95,2620.31,2611.89,6358.93176862
2025-06-03 08:00:00+00:00,2596.59,2613.72,2611.92,2609.06,6631.67273821
2025-06-03 09:00:00+00:00,2602.71,2620.71,2609.2,2615.57,2617.370855
2025-06-03 10:00:00+00:00,2611.54,2622.41,2615.57,2613.04,1837.40707389
2025-06-03 11:00:00+00:00,2602.36,2619.89,2613.2,2603.44,3083.23228605
2025-06-03 12:00:00+00:00,2599.48,2615.47,2603.51,2611.67,5163.47228072
2025-06-03 13:00:00+00:00,2608.81,2634.84,2611.67,2629.32,9140.44327662
2025-06-03 14:00:00+00:00,2615.41,2657.74,2629.05,2650.57,9850.19610363
2025-06-03 15:00:00+00:00,2618.55,2653.99,2650.32,2625.51,18719.29660327
2025-06-03 16:00:00+00:00,2605.07,2627.9,2625.52,2607.08,6221.59212745
2025-06-03 17:00:00+00:00,2604.65,2630.5,2607.06,2621.06,20873.05947362
2025-06-03 18:00:00+00:00,2608.66,2622.22,2621.06,2619.82,3458.815184
2025-06-03 19:00:00+00:00,2616.7,2630.82,2620.06,2626.74,7298.3612939
2025-06-03 20:00:00+00:00,2595.56,2627.74,2626.97,2616.95,6251.47662922
2025-06-03 21:00:00+00:00,2575.75,2618.74,2616.81,2591.35,5611.89411872
2025-06-03 22:00:00+00:00,2588.22,2612.1,2591.65,2606.42,4816.09691415
2025-06-03 23:00:00+00:00,2588.13,2607.46,2606.42,2595.03,2371.61115812
2025-06-04 00:00:00+00:00,2584.05,2604.69,2595.03,2600.71,1641.29341744
2025-06-04 01:00:00+00:00,2600.16,2624.05,2600.74,2614.03,3697.03841385
2025-06-04 02:00:00+00:00,2612.22,2622.83,2614.11,2614.0,2146.88815856
2025-06-04 03:00:00+00:00,2611.24,2642.56,2614.16,2629.61,4285.78596902
2025-06-04 04:00:00+00:00,2624.77,2639.94,2629.61,2639.07,2631.09299627
2025-06-04 05:00:00+00:00,2621.2,2646.8,2639.22,2626.49,3268.70805229
2025-06-04 06:00:00+00:00,2623.25,2636.96,2626.52,2631.05,1382.96510938
2025-06-04 07:00:00+00:00,2624.19,2636.1,2631.41,2629.05,3056.1664812
2025-06-04 08:00:00+00:00,2629.1,2648.01,2629.1,2642.53,3047.64520557
2025-06-04 09:00:00+00:00,2632.76,2649.99,2642.54,2644.95,3374.60096624
2025-06-04 10:00:00+00:00,2636.51,2652.0,2644.84,2639.93,3372.18665627
2025-06-04 11:00:00+00:00,2625.71,2647.25,2639.92,2626.38,3407.18144748
2025-06-04 12:00:00+00:00,2616.52,2640.24,2626.37,2618.28,5773.50619906
2025-06-04 13:00:00+00:00,2608.84,2631.17,2618.3,2616.33,4584.21940418
2025-06-04 14:00:00+00:00,2594.99,2643.28,2616.47,2641.34,9886.36569726
2025-06-04 15:00:00+00:00,2635.18,2681.0,2641.35,2669.22,13959.75190299
2025-06-04 16:00:00+00:00,2650.4,2671.13,2669.39,2661.26,7131.52691462
2025-06-04 17:00:00+00:00,2632.6,2661.48,2661.17,2636.63,4693.51773472
2025-06-04 18:00:00+00:00,2626.89,2643.73,2636.58,2630.2,4399.18014608
2025-06-04 19:00:00+00:00,2623.33,2634.48,2630.42,2624.93,4018.71257254
2025-06-04 20:00:00+00:00,2600.45,2626.33,2624.98,2606.88,5669.88191174
2025-06-04 21:00:00+00:00,2600.6,2625.03,2607.03,2621.2,3333.6423791
2025-06-04 22:00:00+00:00,2605.66,2622.98,2620.59,2606.91,2736.43133784
2025-06-04 23:00:00+00:00,2601.01,2617.46,2607.08,2609.07,4117.55584457
2025-06-05 00:00:00+00:00,2603.0,2616.12,2609.19,2613.53,2656.02730608
2025-06-05 01:00:00+00:00,2605.56,2618.21,2613.17,2609.84,2157.43077243
2025-06-05 02:00:00+00:00,2609.73,2629.78,2609.91,2621.51,3980.64905701
2025-06-05 03:00:00+00:00,2618.51,2634.31,2621.58,2626.25,2537.53853835
2025-06-05 04:00:00+00:00,2622.57,2635.62,2626.17,2631.97,1907.88642786
2025-06-05 05:00:00+00:00,2609.46,2632.89,2632.03,2614.3,2889.29198894
2025-06-05 06:00:00+00:00,2599.3,2619.92,2614.3,2605.37,10899.54181696
2025-06-05 07:00:00+00:00,2601.32,2615.53,2605.36,2605.26,2332.52281427
2025-06-05 07:00:00+00:00,2601.32,2615.53,2605.36,2605.26,2332.52281427
2025-06-05 08:00:00+00:00,2598.33,2611.51,2605.22,2606.46,8475.18240437
2025-06-05 09:00:00+00:00,2600.0,2611.49,2606.3,2610.61,7512.72252201
2025-06-05 10:00:00+00:00,2581.52,2615.2,2610.46,2597.58,6748.43530007
2025-06-05 11:00:00+00:00,2594.27,2610.71,2597.58,2609.25,1779.74083663
2025-06-05 12:00:00+00:00,2606.62,2642.53,2609.25,2633.15,5647.23271081
2025-06-05 13:00:00+00:00,2580.9,2637.07,2632.99,2590.74,11600.89616544
2025-06-05 14:00:00+00:00,2563.05,2615.89,2590.69,2589.01,12650.43310767
2025-06-05 15:00:00+00:00,2583.04,2603.43,2588.84,2590.59,4681.22204846
2025-06-05 16:00:00+00:00,2553.59,2592.81,2590.32,2559.46,7435.20814708
2025-06-05 17:00:00+00:00,2558.91,2577.86,2559.89,2570.41,6849.33167467
2025-06-05 18:00:00+00:00,2554.05,2584.27,2570.24,2576.51,6056.2419595
2025-06-05 19:00:00+00:00,2506.43,2578.81,2576.51,2529.28,16841.34734207
2025-06-05 20:00:00+00:00,2394.12,2535.84,2529.27,2399.04,37559.20049958
2025-06-05 21:00:00+00:00,2392.16,2450.0,2398.99,2438.58,26685.93869258
2025-06-05 22:00:00+00:00,2410.59,2438.48,2438.48,2431.2,9631.96429963
